"sampleID","fastq_R1","fastq_R2","SRR_ID"
"SRR11865386","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865386_1.fastq.gz",,"SRR11865386"
"SRR11865387","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865387_1.fastq.gz",,"SRR11865387"
"SRR11865388","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865388_1.fastq.gz",,"SRR11865388"
"SRR11865389","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865389_1.fastq.gz",,"SRR11865389"
"SRR11865390","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865390_1.fastq.gz",,"SRR11865390"
"SRR11865391","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865391_1.fastq.gz",,"SRR11865391"
"SRR11865392","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865392_1.fastq.gz",,"SRR11865392"
"SRR11865393","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865393_1.fastq.gz",,"SRR11865393"
"SRR11865394","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865394_1.fastq.gz",,"SRR11865394"
"SRR11865395","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865395_1.fastq.gz",,"SRR11865395"
"SRR11865396","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865396_1.fastq.gz",,"SRR11865396"
"SRR11865397","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865397_1.fastq.gz",,"SRR11865397"
"SRR11865398","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865398_1.fastq.gz",,"SRR11865398"
"SRR11865399","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865399_1.fastq.gz",,"SRR11865399"
"SRR11865400","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865400_1.fastq.gz",,"SRR11865400"
"SRR11865401","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865401_1.fastq.gz",,"SRR11865401"
"SRR11865402","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865402_1.fastq.gz",,"SRR11865402"
"SRR11865403","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865403_1.fastq.gz",,"SRR11865403"
"SRR11865404","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865404_1.fastq.gz",,"SRR11865404"
"SRR11865405","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865405_1.fastq.gz",,"SRR11865405"
"SRR11865406","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865406_1.fastq.gz",,"SRR11865406"
"SRR11865407","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865407_1.fastq.gz",,"SRR11865407"
"SRR11865408","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865408_1.fastq.gz",,"SRR11865408"
"SRR11865409","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865409_1.fastq.gz",,"SRR11865409"
"SRR11865410","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865410_1.fastq.gz",,"SRR11865410"
"SRR11865411","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865411_1.fastq.gz",,"SRR11865411"
"SRR11865412","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865412_1.fastq.gz",,"SRR11865412"
"SRR11865413","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865413_1.fastq.gz",,"SRR11865413"
"SRR11865414","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865414_1.fastq.gz",,"SRR11865414"
"SRR11865415","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865415_1.fastq.gz",,"SRR11865415"
"SRR11865416","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865416_1.fastq.gz",,"SRR11865416"
"SRR11865417","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865417_1.fastq.gz",,"SRR11865417"
"SRR11865418","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865418_1.fastq.gz",,"SRR11865418"
"SRR11865419","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865419_1.fastq.gz",,"SRR11865419"
"SRR11865420","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865420_1.fastq.gz",,"SRR11865420"
"SRR11865421","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865421_1.fastq.gz",,"SRR11865421"
"SRR11865422","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865422_1.fastq.gz",,"SRR11865422"
"SRR11865423","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865423_1.fastq.gz",,"SRR11865423"
"SRR11865424","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865424_1.fastq.gz",,"SRR11865424"
"SRR11865425","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865425_1.fastq.gz",,"SRR11865425"
"SRR11865426","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865426_1.fastq.gz",,"SRR11865426"
"SRR11865427","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865427_1.fastq.gz",,"SRR11865427"
"SRR11865428","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865428_1.fastq.gz",,"SRR11865428"
"SRR11865429","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865429_1.fastq.gz",,"SRR11865429"
"SRR11865430","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865430_1.fastq.gz",,"SRR11865430"
"SRR11865431","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865431_1.fastq.gz",,"SRR11865431"
"SRR11865432","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865432_1.fastq.gz",,"SRR11865432"
"SRR11865433","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865433_1.fastq.gz",,"SRR11865433"
"SRR11865434","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865434_1.fastq.gz",,"SRR11865434"
"SRR11865435","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865435_1.fastq.gz",,"SRR11865435"
"SRR11865436","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865436_1.fastq.gz",,"SRR11865436"
"SRR11865437","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865437_1.fastq.gz",,"SRR11865437"
"SRR11865438","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865438_1.fastq.gz",,"SRR11865438"
"SRR11865439","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865439_1.fastq.gz",,"SRR11865439"
"SRR11865440","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865440_1.fastq.gz",,"SRR11865440"
"SRR11865441","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865441_1.fastq.gz",,"SRR11865441"
"SRR11865442","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865442_1.fastq.gz",,"SRR11865442"
"SRR11865443","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865443_1.fastq.gz",,"SRR11865443"
"SRR11865444","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865444_1.fastq.gz",,"SRR11865444"
"SRR11865445","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865445_1.fastq.gz",,"SRR11865445"
"SRR11865446","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865446_1.fastq.gz",,"SRR11865446"
"SRR11865447","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865447_1.fastq.gz",,"SRR11865447"
"SRR11865448","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865448_1.fastq.gz",,"SRR11865448"
"SRR11865449","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865449_1.fastq.gz",,"SRR11865449"
"SRR11865450","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865450_1.fastq.gz",,"SRR11865450"
"SRR11865451","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865451_1.fastq.gz",,"SRR11865451"
"SRR11865452","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865452_1.fastq.gz",,"SRR11865452"
"SRR11865453","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865453_1.fastq.gz",,"SRR11865453"
"SRR11865454","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865454_1.fastq.gz",,"SRR11865454"
"SRR11865455","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865455_1.fastq.gz",,"SRR11865455"
"SRR11865456","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865456_1.fastq.gz",,"SRR11865456"
"SRR11865457","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865457_1.fastq.gz",,"SRR11865457"
"SRR11865458","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865458_1.fastq.gz",,"SRR11865458"
"SRR11865459","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865459_1.fastq.gz",,"SRR11865459"
"SRR11865460","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865460_1.fastq.gz",,"SRR11865460"
"SRR11865461","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865461_1.fastq.gz",,"SRR11865461"
"SRR11865462","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865462_1.fastq.gz",,"SRR11865462"
"SRR11865463","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865463_1.fastq.gz",,"SRR11865463"
"SRR11865464","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865464_1.fastq.gz",,"SRR11865464"
"SRR11865465","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865465_1.fastq.gz",,"SRR11865465"
"SRR11865466","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865466_1.fastq.gz",,"SRR11865466"
"SRR11865467","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865467_1.fastq.gz",,"SRR11865467"
"SRR11865468","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865468_1.fastq.gz",,"SRR11865468"
"SRR11865469","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865469_1.fastq.gz",,"SRR11865469"
"SRR11865470","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865470_1.fastq.gz",,"SRR11865470"
"SRR11865471","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865471_1.fastq.gz",,"SRR11865471"
"SRR11865472","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865472_1.fastq.gz",,"SRR11865472"
"SRR11865473","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865473_1.fastq.gz",,"SRR11865473"
"SRR11865474","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865474_1.fastq.gz",,"SRR11865474"
"SRR11865475","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865475_1.fastq.gz",,"SRR11865475"
"SRR11865476","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865476_1.fastq.gz",,"SRR11865476"
"SRR11865477","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865477_1.fastq.gz",,"SRR11865477"
"SRR11865478","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865478_1.fastq.gz",,"SRR11865478"
"SRR11865479","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865479_1.fastq.gz",,"SRR11865479"
"SRR11865480","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865480_1.fastq.gz",,"SRR11865480"
"SRR11865481","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865481_1.fastq.gz",,"SRR11865481"
"SRR11865482","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865482_1.fastq.gz",,"SRR11865482"
"SRR11865483","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865483_1.fastq.gz",,"SRR11865483"
"SRR11865484","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865484_1.fastq.gz",,"SRR11865484"
"SRR11865485","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865485_1.fastq.gz",,"SRR11865485"
"SRR11865486","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865486_1.fastq.gz",,"SRR11865486"
"SRR11865487","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865487_1.fastq.gz",,"SRR11865487"
"SRR11865488","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865488_1.fastq.gz",,"SRR11865488"
"SRR11865489","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865489_1.fastq.gz",,"SRR11865489"
"SRR11865490","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865490_1.fastq.gz",,"SRR11865490"
"SRR11865491","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865491_1.fastq.gz",,"SRR11865491"
"SRR11865492","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865492_1.fastq.gz",,"SRR11865492"
"SRR11865493","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865493_1.fastq.gz",,"SRR11865493"
"SRR11865494","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865494_1.fastq.gz",,"SRR11865494"
"SRR11865495","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865495_1.fastq.gz",,"SRR11865495"
"SRR11865496","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865496_1.fastq.gz",,"SRR11865496"
"SRR11865497","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865497_1.fastq.gz",,"SRR11865497"
"SRR11865498","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865498_1.fastq.gz",,"SRR11865498"
"SRR11865499","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865499_1.fastq.gz",,"SRR11865499"
"SRR11865500","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865500_1.fastq.gz",,"SRR11865500"
"SRR11865501","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865501_1.fastq.gz",,"SRR11865501"
"SRR11865502","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865502_1.fastq.gz",,"SRR11865502"
"SRR11865503","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865503_1.fastq.gz",,"SRR11865503"
"SRR11865504","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865504_1.fastq.gz",,"SRR11865504"
"SRR11865505","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865505_1.fastq.gz",,"SRR11865505"
"SRR11865506","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865506_1.fastq.gz",,"SRR11865506"
"SRR11865507","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865507_1.fastq.gz",,"SRR11865507"
"SRR11865508","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865508_1.fastq.gz",,"SRR11865508"
"SRR11865509","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865509_1.fastq.gz",,"SRR11865509"
"SRR11865510","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865510_1.fastq.gz",,"SRR11865510"
"SRR11865511","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865511_1.fastq.gz",,"SRR11865511"
"SRR11865512","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865512_1.fastq.gz",,"SRR11865512"
"SRR11865513","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865513_1.fastq.gz",,"SRR11865513"
"SRR11865514","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865514_1.fastq.gz",,"SRR11865514"
"SRR11865515","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865515_1.fastq.gz",,"SRR11865515"
"SRR11865516","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865516_1.fastq.gz",,"SRR11865516"
"SRR11865517","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865517_1.fastq.gz",,"SRR11865517"
"SRR11865518","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865518_1.fastq.gz",,"SRR11865518"
"SRR11865519","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865519_1.fastq.gz",,"SRR11865519"
"SRR11865520","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865520_1.fastq.gz",,"SRR11865520"
"SRR11865521","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865521_1.fastq.gz",,"SRR11865521"
"SRR11865522","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865522_1.fastq.gz",,"SRR11865522"
"SRR11865523","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865523_1.fastq.gz",,"SRR11865523"
"SRR11865524","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865524_1.fastq.gz",,"SRR11865524"
"SRR11865525","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865525_1.fastq.gz",,"SRR11865525"
"SRR11865526","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865526_1.fastq.gz",,"SRR11865526"
"SRR11865527","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865527_1.fastq.gz",,"SRR11865527"
"SRR11865528","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865528_1.fastq.gz",,"SRR11865528"
"SRR11865529","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865529_1.fastq.gz",,"SRR11865529"
"SRR11865530","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865530_1.fastq.gz",,"SRR11865530"
"SRR11865531","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865531_1.fastq.gz",,"SRR11865531"
"SRR11865532","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865532_1.fastq.gz",,"SRR11865532"
"SRR11865533","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865533_1.fastq.gz",,"SRR11865533"
"SRR11865534","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865534_1.fastq.gz",,"SRR11865534"
"SRR11865535","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865535_1.fastq.gz",,"SRR11865535"
"SRR11865536","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865536_1.fastq.gz",,"SRR11865536"
"SRR11865537","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865537_1.fastq.gz",,"SRR11865537"
"SRR11865538","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865538_1.fastq.gz",,"SRR11865538"
"SRR11865539","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865539_1.fastq.gz",,"SRR11865539"
"SRR11865540","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865540_1.fastq.gz",,"SRR11865540"
"SRR11865541","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865541_1.fastq.gz",,"SRR11865541"
"SRR11865542","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865542_1.fastq.gz",,"SRR11865542"
"SRR11865543","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865543_1.fastq.gz",,"SRR11865543"
"SRR11865544","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865544_1.fastq.gz",,"SRR11865544"
"SRR11865545","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865545_1.fastq.gz",,"SRR11865545"
"SRR11865546","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865546_1.fastq.gz",,"SRR11865546"
"SRR11865547","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865547_1.fastq.gz",,"SRR11865547"
"SRR11865548","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865548_1.fastq.gz",,"SRR11865548"
"SRR11865549","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865549_1.fastq.gz",,"SRR11865549"
"SRR11865550","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865550_1.fastq.gz",,"SRR11865550"
"SRR11865551","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865551_1.fastq.gz",,"SRR11865551"
"SRR11865552","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865552_1.fastq.gz",,"SRR11865552"
"SRR11865553","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865553_1.fastq.gz",,"SRR11865553"
"SRR11865554","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865554_1.fastq.gz",,"SRR11865554"
"SRR11865555","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865555_1.fastq.gz",,"SRR11865555"
"SRR11865556","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865556_1.fastq.gz",,"SRR11865556"
"SRR11865557","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865557_1.fastq.gz",,"SRR11865557"
"SRR11865558","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865558_1.fastq.gz",,"SRR11865558"
"SRR11865559","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865559_1.fastq.gz",,"SRR11865559"
"SRR11865560","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865560_1.fastq.gz",,"SRR11865560"
"SRR11865561","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865561_1.fastq.gz",,"SRR11865561"
"SRR11865562","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865562_1.fastq.gz",,"SRR11865562"
"SRR11865563","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865563_1.fastq.gz",,"SRR11865563"
"SRR11865564","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865564_1.fastq.gz",,"SRR11865564"
"SRR11865565","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865565_1.fastq.gz",,"SRR11865565"
"SRR11865566","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865566_1.fastq.gz",,"SRR11865566"
"SRR11865567","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865567_1.fastq.gz",,"SRR11865567"
"SRR11865568","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865568_1.fastq.gz",,"SRR11865568"
"SRR11865569","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865569_1.fastq.gz",,"SRR11865569"
"SRR11865570","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865570_1.fastq.gz",,"SRR11865570"
"SRR11865571","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865571_1.fastq.gz",,"SRR11865571"
"SRR11865572","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865572_1.fastq.gz",,"SRR11865572"
"SRR11865573","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865573_1.fastq.gz",,"SRR11865573"
"SRR11865574","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865574_1.fastq.gz",,"SRR11865574"
"SRR11865575","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865575_1.fastq.gz",,"SRR11865575"
"SRR11865576","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865576_1.fastq.gz",,"SRR11865576"
"SRR11865577","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865577_1.fastq.gz",,"SRR11865577"
"SRR11865578","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865578_1.fastq.gz",,"SRR11865578"
"SRR11865579","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865579_1.fastq.gz",,"SRR11865579"
"SRR11865580","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865580_1.fastq.gz",,"SRR11865580"
"SRR11865581","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865581_1.fastq.gz",,"SRR11865581"
"SRR11865582","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865582_1.fastq.gz",,"SRR11865582"
"SRR11865583","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865583_1.fastq.gz",,"SRR11865583"
"SRR11865584","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865584_1.fastq.gz",,"SRR11865584"
"SRR11865585","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865585_1.fastq.gz",,"SRR11865585"
"SRR11865586","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865586_1.fastq.gz",,"SRR11865586"
"SRR11865587","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865587_1.fastq.gz",,"SRR11865587"
"SRR11865588","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865588_1.fastq.gz",,"SRR11865588"
"SRR11865589","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865589_1.fastq.gz",,"SRR11865589"
"SRR11865590","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865590_1.fastq.gz",,"SRR11865590"
"SRR11865591","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865591_1.fastq.gz",,"SRR11865591"
"SRR11865592","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865592_1.fastq.gz",,"SRR11865592"
"SRR11865593","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865593_1.fastq.gz",,"SRR11865593"
"SRR11865594","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865594_1.fastq.gz",,"SRR11865594"
"SRR11865595","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865595_1.fastq.gz",,"SRR11865595"
"SRR11865596","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865596_1.fastq.gz",,"SRR11865596"
"SRR11865597","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865597_1.fastq.gz",,"SRR11865597"
"SRR11865598","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865598_1.fastq.gz",,"SRR11865598"
"SRR11865599","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865599_1.fastq.gz",,"SRR11865599"
"SRR11865600","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865600_1.fastq.gz",,"SRR11865600"
"SRR11865601","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865601_1.fastq.gz",,"SRR11865601"
"SRR11865602","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865602_1.fastq.gz",,"SRR11865602"
"SRR11865603","/workdir/dwm269/totalRNA/data/fastq/Isakova_SST/SRR11865603_1.fastq.gz",,"SRR11865603"
